title,link,text,fund_name,action,target,stock_name,date
"Buy ICICI Bank, target price Rs 940: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-940-motilal-oswal-financial-services/articleshow/99546508.cms,"ICICI Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 627234.48 Crore).",Motilal Oswal Financial Services,Buy,940,ICICI Bank,2023-04-17
"Hold Gateway Distriparks, target price Rs 75: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-gateway-distriparks-target-price-rs-75-icici-direct/articleshow/99455685.cms,"Gateway Distriparks, incorporated in the year 2005, is a Small Cap company (having a market cap of Rs 3202.72 Crore) operating in General sector.",ICICI Direct,Hold,75,Gateway Distriparks,2023-04-13
"Hold Mahindra Logistics, target price Rs 500: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-mahindra-logistics-target-price-rs-500-icici-direct/articleshow/99455550.cms,"Mahindra Logistics’ revenue is expected to grow 24% YoY to Rs 1349 crore, led by strong growth in auto segment and consolidation of numbers from Rivigo B2B division. EBITDA margins are expected to remain rangebound at 5% (due to negative impact from loss making Rivigo B2B acquisition).",ICICI Direct,Hold,500,Mahindra Logistics,2023-04-13
"Buy TCI Express, target price Rs 2150: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tci-express-target-price-rs-2150-icici-direct/articleshow/99455372.cms,"TCI Express, incorporated in the year 2008, is a Mid Cap company (having a market cap of Rs 5746.75 Crore) operating in Logistics sector.",ICICI Direct,Buy,2150,TCI Express,2023-04-13
"Buy Tata Consultancy Services, target price Rs 3650: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-consultancy-services-target-price-rs-3650-sharekhan-by-bnp-paribas/articleshow/99454997.cms,"The brokerage believes near-term outperformance would be restricted for TCS owing to uncertain earnings outlook, CEO transition and global macro headwinds.",Sharekhan by BNP Paribas,Buy,3650,Tata Consultancy Services,2023-04-13
"Hold Container Corporation of India, target price Rs 700: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-container-corporation-of-india-target-price-rs-700-icici-direct/articleshow/99454327.cms,"Container Corporation of India, incorporated in the year 1988, is a Large Cap company (having a market cap of Rs 36755.68 Crore) operating in Logistics sector.",ICICI Direct,Hold,700,Container Corporation of India,2023-04-13
"Buy Adani Ports & Special Economic Zone, target price Rs 800: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-adani-ports-amp-special-economic-zone-target-price-rs-800-icici-direct/articleshow/99453984.cms,"Promoters held 61.03 per cent stake in the company as of 31-Mar-2023, while FIIs owned 17.99 per cent, DIIs 12.97 per cent.",ICICI Direct,Buy,800,Adani Ports & Special Economic Zone,2023-04-13
"Buy Sun Pharmaceutical Industries, target price Rs 1029.8 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-sun-pharmaceutical-industries-target-price-rs-1029-8-icici-direct/articleshow/99453648.cms,"Sun Pharmaceutical Industries, incorporated in the year 1993, is a Large Cap company (having a market cap of Rs 242476.79 Crore) operating in Pharmaceuticals sector.",ICICI Direct,Buy,,Sun Pharmaceutical Industries,2023-04-13
"Buy Bajaj Finance, target price Rs 5887: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bajaj-finance-target-price-rs-5887-icici-direct/articleshow/99453501.cms,"Bajaj Finance, incorporated in the year 1987, is a Large Cap company (having a market cap of Rs 354811.80 Crore) operating in NBFC sector.",ICICI Direct,Buy,5887,Bajaj Finance,2023-04-13
"Buy Au Small Finance Bank, target price Rs 740: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-au-small-finance-bank-target-price-rs-740-motilal-oswal-financial-services/articleshow/99453337.cms,"The reappointment of MD & CEO removes a key overhang and the next milestone to look forward to would be the progress on the universal banking license, which the bank is now likely to apply for.",Motilal Oswal Financial Services,Buy,740,Au Small Finance Bank,2023-04-13
"Buy Tata Consultancy Services, target price Rs 3860: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-consultancy-services-target-price-rs-3860-motilal-oswal-financial-services/articleshow/99453164.cms,"Tata Consultancy Services, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 1170622.01 Crore) operating in IT Software sector.",Motilal Oswal Financial Services,Buy,3860,Tata Consultancy Services,2023-04-13
"Buy Escorts Kubota, target price Rs 2100: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-escorts-kubota-target-price-rs-2100-prabhudas-lilladher/articleshow/99452672.cms,"Escorts Kubota, incorporated in the year 1944, is a Mid Cap company (having a market cap of Rs 25808.24 Crore) operating in Auto sector.",Prabhudas Lilladher,Buy,2100,Escorts Kubota,2023-04-13
"Buy State Bank of India, target price Rs 590: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-state-bank-of-india-target-price-rs-590-prabhudas-lilladher/articleshow/99452521.cms,"State Bank of India, incorporated in the year 1955, is a banking company (having a market cap of Rs 473629.14 Crore).",Prabhudas Lilladher,Buy,590,State Bank of India,2023-04-13
"Buy Sundram Fasteners, target price Rs 1085: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-sundram-fasteners-target-price-rs-1085-axis-securities/articleshow/99452361.cms,"Sundram Fasteners, incorporated in the year 1962, is a Mid Cap company (having a market cap of Rs 21077.98 Crore) operating in Auto Ancillaries sector.",Axis Securities,Buy,1085,Sundram Fasteners,2023-04-13
"Buy Balaji Amines, target price Rs 2746: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-balaji-amines-target-price-rs-2746-axis-securities/articleshow/99452188.cms,"Strong comeback of bullish, fastest retracement of recent down fall, huge rising volumes.",Axis Securities,Buy,2746,Balaji Amines,2023-04-13
"Buy Laurus Labs, target price Rs 395: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-laurus-labs-target-price-rs-395-axis-securities/articleshow/99451932.cms,"Laurus Labs, incorporated in the year 2005, is a Mid Cap company (having a market cap of Rs 17403.81 Crore) operating in Pharmaceuticals sector.",Axis Securities,Buy,395,Laurus Labs,2023-04-13
"Buy CG Power and Industrial Solutions, target price Rs 335: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-cg-power-and-industrial-solutions-target-price-rs-335-axis-securities/articleshow/99451652.cms,"CG Power and Industrial Solutions, incorporated in the year 1937, is a Small Cap company (having a market cap of Rs 46003.78 Crore) operating in Electric/Electronics sector.",Axis Securities,Buy,335,CG Power and Industrial Solutions,2023-04-13
"Buy Bata India, target price Rs 1775: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bata-india-target-price-rs-1775-sharekhan-by-bnp-paribas/articleshow/99427151.cms,"Promoters held 50.16 per cent stake in the company as of 31-Dec-2022, while FIIs owned 4.86 per cent, DIIs 31.51 per cent.",Sharekhan by BNP Paribas,Buy,1775,Bata India,2023-04-12
"Buy Trent, target price Rs 1550: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-trent-target-price-rs-1550-sharekhan-by-bnp-paribas/articleshow/99426979.cms,"Trent, incorporated in the year 1952, is a Large Cap company (having a market cap of Rs 48195.21 Crore) operating in Retail sector.",Sharekhan by BNP Paribas,Buy,1550,Trent,2023-04-12
"Buy Aditya Birla Fashion and Retail, target price Rs 320: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-aditya-birla-fashion-and-retail-target-price-rs-320-sharekhan-by-bnp-paribas/articleshow/99426770.cms,"Aditya Birla Fashion and Retail, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 21076.28 Crore) operating in Retail sector.",Sharekhan by BNP Paribas,Buy,320,Aditya Birla Fashion and Retail,2023-04-12
"Buy PVR, target price Rs 1784: Anand Rathi",https://economictimes.indiatimes.com/markets/stocks/recos/buy-pvr-target-price-rs-1784-anand-rathi/articleshow/99426631.cms,"On the daily chart, there is solid base formation along with bullish regular divergence that is looking lucrative.",Anand Rathi,Buy,1784,PVR,2023-04-12
"Hold Torrent Power, target price Rs 500: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-torrent-power-target-price-rs-500-jm-financial/articleshow/99426333.cms,The brokerage expect net sales to increase by 7% sequentially on account of improvement in utilization levels of gas plants leading to higher generation.,JM Financial,Hold,500,Torrent Power,2023-04-12
"Hold Tata Power Company, target price Rs 220: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-tata-power-company-target-price-rs-220-jm-financial/articleshow/99426169.cms,"Tata Power is expected to witness a decline in profitability on account of the Mundra power plant being barely operational during the quarter as well as softening of Indonesian coal prices, leading to lower realisation from coal mines.",JM Financial,Hold,220,Tata Power Company,2023-04-12
"Hold JSW Energy, target price Rs 270: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-jsw-energy-target-price-rs-270-jm-financial/articleshow/99425973.cms,"JSW Energy could witness a dip in earnings YoY as 4QFY22 had the benefit of higher merchant realisation led by the power crisis last year, which is not the case this year.",JM Financial,Hold,270,JSW Energy,2023-04-12
"Hold Coal India, target price Rs 240: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-coal-india-target-price-rs-240-jm-financial/articleshow/99425713.cms,CIL‘s earnings may be impacted in 4QFY23 due to the additional wage provision on account of settlement of wage revisions in Jan’23.,JM Financial,Hold,240,Coal India,2023-04-12
"Buy CESC, target price Rs 100: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-cesc-target-price-rs-100-jm-financial/articleshow/99425541.cms,"Promoters held 52.11 per cent stake in the company as of 31-Dec-2022, while FIIs owned 12.71 per cent, DIIs 21.99 per cent.",JM Financial,Buy,100,CESC,2023-04-12
"Buy Power Grid Corporation of India, target price Rs 255: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-power-grid-corporation-of-india-target-price-rs-255-jm-financial/articleshow/99425146.cms,"The brokerage expects Power Grid to grow at 12% YoY with net sales at INR 119bn, and maintain EBITDA margin (88%).",JM Financial,Buy,255,Power Grid Corporation of India,2023-04-12
"Buy NTPC, target price Rs 205: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ntpc-target-price-rs-205-jm-financial/articleshow/99425014.cms,"NTPC, incorporated in the year 1975, is a Large Cap company (having a market cap of Rs 171485.54 Crore) operating in Power sector.",JM Financial,Buy,205,NTPC,2023-04-12
"Buy Balrampur Chini Mills, target price Rs 480: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-balrampur-chini-mills-target-price-rs-480-jm-financial/articleshow/99424843.cms,The brokerage believes the most efficient mills like Balrampur Chini will reap tremendous profits through intergrated operations in the medium term.,JM Financial,Buy,480,Balrampur Chini Mills,2023-04-12
"Buy EPL, target price Rs 215: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-epl-target-price-rs-215-motilal-oswal-financial-services/articleshow/99424199.cms,"Promoters held 51.53 per cent stake in the company as of 31-Mar-2023, while FIIs owned 11.99 per cent, DIIs 16.35 per cent.",Motilal Oswal Financial Services,Buy,215,EPL,2023-04-12
"Buy Indian Energy Exchange, target price Rs 169: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-energy-exchange-target-price-rs-169-prabhudas-lilladher/articleshow/99423670.cms,"Promoters held 0 per cent stake in the company as of 31-Dec-2022, while FIIs owned 15.49 per cent, DIIs 21.73 per cent.ss at Rs 150 from entry point.",Prabhudas Lilladher,Buy,169,Indian Energy Exchange,2023-04-12
"Buy Hindustan Unilever, target price Rs 2574: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindustan-unilever-target-price-rs-2574-icici-direct/articleshow/99423551.cms,Price rebounding after taking support at 50% retracement of recent up move suggest further upward momentum.,ICICI Direct,Buy,2574,Hindustan Unilever,2023-04-12
"Buy Tata Steel, target price Rs 108: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-steel-target-price-rs-108-icici-direct/articleshow/99423435.cms,Price moving above last three weeks range and sustaining above 20 day EMA signalingfurther upsides in coming sessions.,ICICI Direct,Buy,108,Tata Steel,2023-04-12
"Buy Laurus Labs, target price Rs 325: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-laurus-labs-target-price-rs-325-sharekhan-by-bnp-paribas/articleshow/99423271.cms,Higher tops and higher bottoms along with a bullish crossover in its momentum indicator MACD.,Sharekhan by BNP Paribas,Buy,325,Laurus Labs,2023-04-12
"Buy Bajaj Auto, target price Rs 4350: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bajaj-auto-target-price-rs-4350-sharekhan-by-bnp-paribas/articleshow/99422992.cms,Symmetrical triangular pattern and it has reversedfrom the lower end of the range.,Sharekhan by BNP Paribas,Buy,4350,Bajaj Auto,2023-04-12
"Buy Dr. Reddy's Laboratories, target price Rs 4950: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dr-reddys-laboratories-target-price-rs-4950-sharekhan-by-bnp-paribas/articleshow/99422912.cms,"Dr. Reddy's Laboratories, incorporated in the year 1984, is a Large Cap company (having a market cap of Rs 79321.04 Crore) operating in Pharmaceuticals sector.",Sharekhan by BNP Paribas,Buy,4950,Dr. Reddy's Laboratories,2023-04-12
"Buy Prince Pipes & Fittings, target price Rs 720: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-prince-pipes-amp-fittings-target-price-rs-720-jm-financial/articleshow/99400295.cms,"Promoters held 62.94 per cent stake in the company as of 31-Dec-2022, while FIIs owned 4.41 per cent, DIIs 15.45 per cent.",JM Financial,Buy,720,Prince Pipes & Fittings,2023-04-11
"Buy Greenpanel Industries, target price Rs 420: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-greenpanel-industries-target-price-rs-420-jm-financial/articleshow/99400105.cms,"Greenpanel Industries, incorporated in the year 2017, is a Small Cap company (having a market cap of Rs 3433.57 Crore) operating in Building Materials sector.",JM Financial,Buy,420,Greenpanel Industries,2023-04-11
"Hold Greenlam Industries, target price Rs 320: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-greenlam-industries-target-price-rs-320-jm-financial/articleshow/99399963.cms,"Promoters held 51.22 per cent stake in the company as of 31-Dec-2022, while FIIs owned 1.44 per cent, DIIs 13.1 per cent.",JM Financial,Hold,320,Greenlam Industries,2023-04-11
"Buy Greenply Industries, target price Rs 220: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-greenply-industries-target-price-rs-220-jm-financial/articleshow/99399811.cms,"Greenply Industries, incorporated in the year 1990, is a Small Cap company (having a market cap of Rs 1744.79 Crore) operating in Building Materials sector",JM Financial,Buy,220,Greenply Industries,2023-04-11
"Buy Century Plyboards (India), target price Rs 670: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-century-plyboards-india-target-price-rs-670-jm-financial/articleshow/99399437.cms,"Century Plyboards (India), incorporated in the year 1982, is a Mid Cap company (having a market cap of Rs 10725.40 Crore) operating in Building Materials sector.",JM Financial,Buy,670,Century Plyboards (India),2023-04-11
"Hold Cera Sanitaryware, target price Rs 6200: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-cera-sanitaryware-target-price-rs-6200-jm-financial/articleshow/99399117.cms,"Cera Sanitaryware, incorporated in the year 1998, is a Mid Cap company (having a market cap of Rs 8220.88 Crore) operating in Building Materials sector.",JM Financial,Hold,6200,Cera Sanitaryware,2023-04-11
"Buy Somany Ceramics, target price Rs 850: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-somany-ceramics-target-price-rs-850-jm-financial/articleshow/99398979.cms,"Somany Ceramics, incorporated in the year 1968, is a Small Cap company (having a market cap of Rs 2192.09 Crore) operating in Building Materials sector.",JM Financial,Buy,850,Somany Ceramics,2023-04-11
"Buy Kajaria Ceramics, target price Rs 1250: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-kajaria-ceramics-target-price-rs-1250-jm-financial/articleshow/99398273.cms,"Kajaria Ceramics, incorporated in the year 1985, is a Mid Cap company (having a market cap of Rs 17864.30 Crore) operating in Building Materials sector.",JM Financial,Buy,1250,Kajaria Ceramics,2023-04-11
"Buy Sona BLW Precision Forgings, target price Rs 665: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-sona-blw-precision-forgings-target-price-rs-665-jm-financial/articleshow/99398031.cms,Softening commodity prices are expected to support margins going ahead (LT guidance (ex-PLI) remains in the range of 25-27%).,JM Financial,Buy,665,Sona BLW Precision Forgings,2023-04-11
"Buy Shalby, target price Rs 180: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-shalby-target-price-rs-180-icici-direct/articleshow/99397534.cms,"Promoters held 74.12 per cent stake in the company as of 31-Dec-2022, while FIIs owned 3.97 per cent, DIIs 0.06 per cent.",ICICI Direct,Buy,180,Shalby,2023-04-11
"Buy Narayana Hrudayalaya, target price Rs 870: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-narayana-hrudayalaya-target-price-rs-870-icici-direct/articleshow/99397197.cms,"Narayana Hrudayalaya, incorporated in the year 2000, is a Mid Cap company (having a market cap of Rs 15939.12 Crore) operating in Hospitals & Allied Services sector.",ICICI Direct,Buy,870,Narayana Hrudayalaya,2023-04-11
"Buy Apollo Hospitals Enterprises, target price Rs 5460: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-apollo-hospitals-enterprises-target-price-rs-5460-icici-direct/articleshow/99397001.cms,"Apollo Hospitals Enterprise, incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 61227.10 Crore) operating in Hospitals & Allied Services sector.",ICICI Direct,Buy,5460,Apollo Hospitals Enterprises,2023-04-11
"Buy Coal India, target price Rs 260: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-coal-india-target-price-rs-260-icici-direct/articleshow/99395731.cms,"Promoters held 66.13 per cent stake in the company as of 31-Dec-2022, while FIIs owned 7.86 per cent, DIIs 21.02 per cent.",ICICI Direct,Buy,260,Coal India,2023-04-11
"Buy InterGlobe Aviation, target price Rs 2415: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-interglobe-aviation-target-price-rs-2415-icici-securities/articleshow/99395483.cms,"IndiGo remains focused on growth (>15% ASK growth in FY24, doubling the fleet by 2030) and internationalisation(increase ASK mix to 30% over next two years from 23% in 9MFY23).",ICICI Securities,Buy,2415,InterGlobe Aviation,2023-04-11
"Buy Tech Mahindra, target price Rs 1117: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tech-mahindra-target-price-rs-1117-icici-direct/articleshow/99395319.cms,"Tech Mahindra, incorporated in the year 1986, is a Large Cap company (having a market cap of Rs 108352.38 Crore) operating in IT Software sector.",ICICI Direct,Buy,1117,Tech Mahindra,2023-04-11
"Buy Apollo Tyres, target price Rs 332.4: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-apollo-tyres-target-price-rs-332-4-icici-direct/articleshow/99395236.cms,"Apollo Tyres, incorporated in the year 1972, is a Mid Cap company (having a market cap of Rs 20853.54 Crore) operating in Tyres sector.",ICICI Direct,Buy,332.4,Apollo Tyres,2023-04-11
"Buy Lemon Tree Hotels, target price Rs 82: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-lemon-tree-hotels-target-price-rs-82-icici-securities/articleshow/99395076.cms,"Lemon Tree Hotels, incorporated in the year 1992, is a Mid Cap company (having a market cap of Rs 6064.65 Crore) operating in Tourism & Hospitality sector.",ICICI Securities,Buy,82,Lemon Tree Hotels,2023-04-11
"Buy Titan Company, target price Rs 2685: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-titan-company-target-price-rs-2685-icici-securities/articleshow/99394929.cms,"Titan Company, incorporated in the year 1984, is a Large Cap company (having a market cap of Rs 229377.31 Crore) operating in Gems and Jewellery sector.",ICICI Securities,Buy,2685,Titan Company,2023-04-11
"Buy HDFC Bank, target price Rs 1724: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-bank-target-price-rs-1724-icici-securities/articleshow/99394862.cms,"HDFC Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 924877.00 Crore).",ICICI Securities,Buy,1724,HDFC Bank,2023-04-11
"Buy Dabur India, target price Rs 640: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dabur-india-target-price-rs-640-motilal-oswal-financial-services/articleshow/99373878.cms,"Dabur India key Products/Revenue Segments include Personal Care, Other Operating Revenue and Scrap for the year ending 31-Mar-2022.",Motilal Oswal Financial Services,Buy,640,Dabur India,2023-04-10
"Buy Tata Motors, target price Rs 525: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-motors-target-price-rs-525-motilal-oswal-financial-services/articleshow/99373688.cms,"Tata Motors, incorporated in the year 1945, is a Large Cap company (having a market cap of Rs 153775.74 Crore) operating in Auto sector.",Motilal Oswal Financial Services,Buy,525,Tata Motors,2023-04-10
"Buy Titan Company, target price Rs 3070: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-titan-company-target-price-rs-3070-motilal-oswal-financial-services/articleshow/99373526.cms,"Unlike other high growth categories, the competitive intensity from organized and unorganized peers in Jewellery is considerably weaker.",Motilal Oswal Financial Services,Buy,3070,Titan Company,2023-04-10
"Buy Oil India, target price Rs 315: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-oil-india-target-price-rs-315-motilal-oswal-financial-services/articleshow/99373395.cms,A USD1/mmBtu change in the gas price changes OINL’s standalone EBITDA by ~INR5b (7% FY24E standalone EBITDA).,Motilal Oswal Financial Services,Buy,315,Oil India,2023-04-10
"Buy Oil And Natural Gas Corporation, target price Rs 215: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-oil-and-natural-gas-corporation-target-price-rs-215-motilal-oswal-financial-services/articleshow/99372947.cms,"Oil And Natural Gas Corporation, incorporated in the year 1993, is a Large Cap company (having a market cap of Rs 194805.62 Crore) operating in Gas & Petroleum sector.",Motilal Oswal Financial Services,Buy,215,Oil And Natural Gas Corporation,2023-04-10
"Buy Godrej Properties, target price Rs 1575: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-godrej-properties-target-price-rs-1575-motilal-oswal-financial-services/articleshow/99372753.cms,"Godrej Properties, incorporated in the year 1985, is a Large Cap company (having a market cap of Rs 33655.83 Crore) operating in Real Estate sector.",Motilal Oswal Financial Services,Buy,1575,Godrej Properties,2023-04-10
"Buy Max Healthcare Institute, target price Rs 530: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-max-healthcare-institute-target-price-rs-530-motilal-oswal-financial-services/articleshow/99372557.cms,The company is well placed to benefit from the opportunities given it is strategically located in metro cities and possesses strong execution capabilities.,Motilal Oswal Financial Services,Buy,530,Max Healthcare Institute,2023-04-10
"Buy Nestle India, target price Rs 21700: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-nestle-india-target-price-rs-21700-axis-securities/articleshow/99371390.cms,The brokerage remains positive on Nestle as it consistently delivered resilient performance.,Axis Securities,Buy,21700,Nestle India,2023-04-10
"Buy Kolte-Patil Developers, target price Rs 380: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-kolte-patil-developers-target-price-rs-380-hdfc-securities/articleshow/99370900.cms,"The brokerage remains constructive on the KPDL growthstory and maintain BUY, with an unchanged SOTP-based TP of INR 380.",HDFC Securities,Buy,380,Kolte-Patil Developers,2023-04-10
"Buy State Bank of India, target price Rs 700: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-state-bank-of-india-target-price-rs-700-icici-direct/articleshow/99370515.cms,Expect strong profit growth trend to continue with a surge of 65% YoY and 6.4% QoQ to Rs 15114 crore.,ICICI Direct,Buy,700,State Bank of India,2023-04-10
"Buy Bank of Baroda, target price Rs 200: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bank-of-baroda-target-price-rs-200-icici-direct/articleshow/99370368.cms,"Promoters held 63.97 per cent stake in the company as of 31-Dec-2022, while FIIs owned 9.97 per cent, DIIs 17.57 per cent.",ICICI Direct,Buy,200,Bank of Baroda,2023-04-10
"Buy Data Patterns (India), target price Rs 1550: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-data-patterns-india-target-price-rs-1550-prabhudas-lilladher/articleshow/99370188.cms,"Data Patterns (India), incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 8107.60 Crore) operating in General sector.",Prabhudas Lilladher,Buy,1550,Data Patterns (India),2023-04-10
"Buy Bajaj Finserv, target price Rs 1318: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bajaj-finserv-target-price-rs-1318-icici-direct/articleshow/99369829.cms,"Bajaj Finserv, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 207695.17 Crore) operating in NBFC sector.",ICICI Direct,Buy,1318,Bajaj Finserv,2023-04-10
"Buy Maruti Suzuki India, target price Rs 8586: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-maruti-suzuki-india-target-price-rs-8586-icici-direct/articleshow/99369713.cms,"Maruti Suzuki India, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 257271.01 Crore) operating in Auto sector.",ICICI Direct,Buy,8586,Maruti Suzuki India,2023-04-10
"Sell Tech Mahindra, target price Rs 1018: Nuvama Wealth",https://economictimes.indiatimes.com/markets/stocks/recos/sell-tech-mahindra-target-price-rs-1018-nuvama-wealth-brokerage/articleshow/99369522.cms,Struggling to give a follow through bullish move after February breakout. OI shows short buildup.,Nuvama Wealth,Sell,1018,Tech Mahindra,2023-04-10
"Buy Indraprastha Gas, target price Rs 495: Nuvama Wealth brokerage",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indraprastha-gas-target-price-rs-495-nuvama-wealth-brokerage/articleshow/99369435.cms,Breakout after trading in 450-380 since September 2022. Volumes are above average.,Nuvama Wealth brokerage,Buy,495,Indraprastha Gas,2023-04-10
"Buy Manappuram Finance, target price Rs 135.5 Nuvama Wealth",https://economictimes.indiatimes.com/markets/stocks/recos/buy-manappuram-finance-target-price-rs-135-5nbsp-nuvama-wealth-brokerage/articleshow/99369341.cms,"Manappuram Finance, incorporated in the year 1992, is a Mid Cap company (having a market cap of Rs 10867.71 Crore) operating in NBFC sector.","Buy Manappuram Finance, target price Rs 135.5 Nuvama Wealth",Buy, ,Manappuram Finance,2023-04-10
"Buy Indian Hotels Company, target price Rs 350: Nuvama Wealth brokerage",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-hotels-company-target-price-rs-350-nuvama-wealth-brokerage/articleshow/99369194.cms,"Indian Hotels Company, incorporated in the year 1902, is a Mid Cap company (having a market cap of Rs 46667.25 Crore) operating in Tourism & Hospitality sector.",Nuvama Wealth brokerage,Buy,350,Indian Hotels Company,2023-04-10
"Buy TCPL Packaging, target price Rs 1683: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tcpl-packaging-target-price-rs-1683-hdfc-securities/articleshow/99333457.cms,Improving utilisation levels and better working capital management are likely to drive up the company’s RoCE.,HDFC Securities,Buy,1683,TCPL Packaging,2023-04-08
