todaymin,todaymax,todaynow,52min,52max,52now,price_change,Open,Prev. Close,Volume,Total traded value,Upper Circuit,Lower Circuit,Market Cap,ROE,P/E Ratio(TTM),EPS(TTM),P/B Ratio,Dividend Yield,Industry P/E,Book Value,Debt to Equity,Face Value,Parent Organisation,Founded,Managing Director,Symbol,name
470.55,477.15,474.35,368.55,769.15,474.35,+3.20 (0.68%) 1D,475.85,471.15,"31,098",1.48 Cr,565.35,376.95,"₹4,251Cr",19.81%,13.29,35.46,2.22,1.27%,16.83,213.99,0.01,10,Sharda Cropchem Limited,2004,Mr. Ramprakash Bubna,SHARDACROP,Sharda Cropchem Ltd.
443,454.5,452,335,573,452,+9.55 (2.16%) 1D,443.35,442.45,"2,994",0.14 Cr,530.90,354.00,₹531Cr,8.80%,13.29,33.30,1.29,1.79%,14.60,351.44,0.00,10,Wim Plast Limited,1988,Mr. Pankaj Rathod,526586,Wim Plast Ltd.
1096.1,1118.95,1107.05,874,1453,1107.05,+2.80 (0.25%) 1D,"1,096.10","1,104.25","22,112",2.45 Cr,"1,325.10",883.40,"₹5,964Cr",10.59%,73.19,15.09,13.60,NA,25.80,89.28,0.61,10,,2010,Mr. Prakash Saraogi,GOCOLORS,Go Fashion (India) Ltd.
1016,1026.25,1018.15,752,1775,1018.15,+0.05 (0.00%) 1D,"1,018.00","1,018.10","14,189",1.44 Cr,"1,221.70",814.50,"₹2,407Cr",45.59%,9.82,103.71,7.30,0.20%,16.83,209.45,0.96,10,Best Agrolife Limited,1992,Mr. Vimal Alawadhi,BESTAGRO,Best Agrolife Ltd.
296.4,303.4,301.5,248.4,466.3,301.5,+7.65 (2.60%) 1D,298.90,293.85,"30,67,811",92.49 Cr,323.20,264.50,"₹12,228Cr",26.89%,10.63,27.65,1.91,2.55%,16.83,163.23,1.02,10,Chambal Fertilisers & Chemicals Limited,1985,Mr. Gaurav Mathur,CHAMBLFERT,Chambal Fertilisers and Chemicals Ltd.
85,86.6,85.45,63.6,98.4,85.45,+0.30 (0.35%) 1D,85.15,85.15,"1,04,15,068",89.00 Cr,93.65,76.65,"₹35,171Cr",24.58%,10.06,8.46,0.65,5.28%,12.27,130.82,0.58,10,Steel Authority of India Limited,1973,NA,SAIL,Steel Authority Of India Ltd.
867.7,875,869.45,321.1,924,869.45,+3.50 (0.40%) 1D,874.00,865.95,"17,306",1.50 Cr,"1,039.10",692.80,"₹1,758Cr",37.60%,43.92,19.72,13.67,NA,12.27,147.07,0.18,10,Venus Pipes & Tubes,2015,Mr. Arun Kothari,VENUSPIPES,Venus Pipes & Tubes Ltd.
58.35,60.65,59.5,45,89.45,59.5,+1.15 (1.97%) 1D,58.40,58.35,"10,65,164",6.34 Cr,70.00,46.70,"₹6,109Cr",-11.79%,398.93,-0.81,8.95,NA,NA,6.52,8.69,5,Network18 Media & Investments Limited,1996,Mr. Rahul Joshi,NETWORK18,Network 18 Media & Investments Ltd.
27.95,29.8,28.5,13.5,33.5,28.5,+0.75 (2.70%) 1D,27.95,27.75,"1,57,03,882",44.76 Cr,33.30,22.20,"₹5,424Cr",-14.75%,5.56,4.99,1.84,NA,9.15,18.86,0.57,10,Ujjivan Small Finance Bank Limited,2016,Mr. Ittira Poonollil,UJJIVANSFB,Ujjivan Small Finance Bank Ltd.
64.9,68,66.75,51.55,88.8,66.75,+1.85 (2.85%) 1D,65.00,64.90,"1,01,76,237",67.93 Cr,77.85,51.95,"₹8,933Cr",13.28%,30.38,2.14,3.19,0.28%,18.39,21.32,0.26,1,HFCL Limited,1987,Mr. Mahendra Nahata,HFCL,HFCL Ltd.
2480.15,2502.8,2500,2100,2741.6,2500,+14.00 (0.56%) 1D,"2,486.95","2,486.00","7,39,220",185 Cr,"2,734.60","2,237.40","₹5,84,108Cr",20.37%,57.72,43.07,11.61,1.57%,55.33,214.10,0.04,1,Hindustan Unilever Limited,1933,Mr. Rohit Jawa,HINDUNILVR,Hindustan Unilever Ltd.
568.5,580,577.05,430.7,629.55,577.05,+6.55 (1.15%) 1D,570.20,570.50,"92,27,811",532 Cr,627.55,513.45,"₹5,09,149Cr",12.17%,10.81,52.78,1.67,1.24%,9.15,393.27,1.65,1,State Bank of India,1955,Shri. Alok Choudhary,SBIN,State Bank of India
2381,2442.7,2423.25,819.2,2615,2423.25,+12.15 (0.50%) 1D,"2,427.25","2,411.10","6,662",1.61 Cr,"2,893.30","1,928.90","₹5,717Cr",7.71%,63.25,38.12,17.94,0.07%,20.90,149.19,0.45,2,Safari Industries (India) Limited,1980,Mr. Sudhir Jatia,SAFARI,Safari Industries (India) Ltd.
418.55,426.4,423,350.45,592.6,423,+4.50 (1.08%) 1D,418.55,418.50,"1,98,046",8.38 Cr,502.20,334.80,"₹6,653Cr",21.89%,20.57,20.35,2.74,0.90%,16.83,160.49,0.15,1,Jubilant Ingrevia Limited,2019,Mr. Rajesh Srivastava,JUBLINGREA,Jubilant Ingrevia Ltd.
358.3,376,369,305.25,445.65,369,+10.70 (2.99%) 1D,358.95,358.30,"9,16,224",33.81 Cr,429.95,286.65,"₹7,342Cr",17.69%,48.18,7.44,7.00,NA,NA,55.35,0.02,1,Latent View Analytics,2006,NA,LATENTVIEW,Latent View Analytics Ltd.
267.65,274.2,272,250,318,272,+3.25 (1.21%) 1D,268.75,268.75,"29,352",0.80 Cr,322.50,215.00,"₹3,739Cr",6.86%,139.29,1.93,4.29,NA,41.88,63.35,1.02,10,Healthcare Global Enterprises Limited,1998,NA,HCG,Healthcare Global Enterprises Ltd.
2992,3052,3027.9,2003.7,3262.2,3027.9,+38.15 (1.28%) 1D,"2,992.00","2,989.75","74,861",22.67 Cr,"3,288.70","2,690.80","₹23,101Cr",17.05%,44.57,67.08,5.34,0.50%,31.51,586.17,1.05,10,JK Cement Limited,1994,Mr. Raghavpat Singhania,JKCEMENT,JK Cement Ltd.
732.9,758,740.55,560,758,740.55,+2.70 (0.37%) 1D,740.00,737.85,"30,868",2.29 Cr,885.40,590.30,"₹2,257Cr",14.52%,NA,NA,6.64,NA,34.74,116.47,0.01,5,Divgi Torqtransfer Systems,1964,NA,DIVGIITTS,Divgi TorqTransfer Systems Ltd.
1340,1363.1,1362.3,1072.72,1844,1362.3,+15.30 (1.14%) 1D,"1,342.30","1,347.00","11,85,650",162 Cr,"1,481.70","1,212.30","₹2,14,277Cr",14.81%,33.48,40.23,4.62,0.06%,13.10,291.35,4.57,1,Bajaj Finserv Limited,2007,Shri. Sanjivnayan Bajaj,BAJAJFINSV,Bajaj Finserv Ltd.
127.6,137.45,132.85,97.55,192.6,132.85,+5.10 (3.99%) 1D,127.95,127.75,"3,63,814",4.83 Cr,153.30,102.20,₹859Cr,-35.06%,29.08,-72.91,1.27,0.77%,10.31,75.00,0.85,10,GE Power India Limited,1992,Mr. Prashant Jain,GEPIL,GE Power India Ltd.
74.6,75.7,75.55,61.8,91.67,75.55,+0.80 (1.07%) 1D,74.75,74.75,"51,32,542",38.78 Cr,82.20,67.30,"₹50,654Cr",3.07%,57.60,1.30,2.46,0.58%,34.74,30.55,0.68,1,Samvardhana Motherson International,1986,NA,MOTHERSON,Motherson Sumi Systems Ltd.
538.75,548,546.8,404.83,594.69,546.8,+8.00 (1.48%) 1D,538.80,538.80,"58,451",3.20 Cr,646.55,431.05,"₹25,896Cr",4.51%,21.94,24.56,2.60,2.09%,10.97,227.39,0.96,10,Torrent Power Limited,2004,Shri. Samir Mehta,TORNTPOWER,Torrent Power Ltd.
1628.25,1685,1662.95,890,1981,1662.95,+24.65 (1.50%) 1D,"1,630.40","1,638.30","5,88,152",97.81 Cr,"1,965.95","1,310.65","₹6,627Cr",2.16%,85.28,19.21,2.02,0.18%,34.74,809.10,0.73,10,CEAT Limited,1958,Mr. Arnab Banerjee,CEATLTD,Ceat Ltd.
169,177,174.9,147,193.4,174.9,+5.00 (2.94%) 1D,170.90,169.90,"4,00,089",7.00 Cr,203.85,135.95,"₹5,406Cr",12.17%,28.14,6.04,2.94,2.53%,NA,58.03,0.47,2,EPL Limited,1982,Mr. Anand Kripalu,EPL,EPL Ltd.
106.5,108.25,107.15,71.92,114.65,107.15,+0.80 (0.75%) 1D,106.95,106.35,"1,20,30,532",129 Cr,116.95,95.75,"₹77,740Cr",20.55%,28.23,3.77,6.33,1.60%,38.35,17.69,0.01,1,Bharat Electronics Limited,1954,Shri. Bhanu Srivastava,BEL,Bharat Electronics Ltd.
607.05,613.65,609,469.05,780,609,+4.10 (0.68%) 1D,610.00,604.90,"63,924",3.89 Cr,725.85,483.95,"₹35,187Cr",12.26%,58.00,10.43,6.45,NA,13.66,93.82,0.09,10,,2005,Mr. Anand Roy,STARHEALTH,Star Health and Allied Insurance Company Ltd.
80.15,81.6,81.25,38.6,83.4,81.25,+0.70 (0.87%) 1D,81.45,80.55,"7,12,136",5.79 Cr,96.65,64.45,"₹3,650Cr",17.67%,15.35,5.25,2.74,0.31%,25.53,31.09,0.08,1,Marksans Pharma Limited,1992,Mr. Mark Saldanha,MARKSANS,Marksans Pharma Ltd.
5735.1,5997,5957.7,3676,5997,5957.7,+222.60 (3.88%) 1D,"5,735.10","5,735.10","3,42,672",204 Cr,"6,308.60","5,161.60","₹17,537Cr",14.43%,61.84,92.74,8.53,0.35%,12.05,672.39,0.04,10,IndiaMART InterMESH Limited,1999,Mr. Dinesh Agarwal,INDIAMART,Indiamart Intermesh Ltd.
338.85,343.8,339.9,310.6,597.45,339.9,+0.25 (0.07%) 1D,340.00,339.65,"1,45,518",4.95 Cr,407.55,271.75,"₹1,926Cr",24.36%,21.79,15.58,2.87,0.88%,20.90,123.15,0.37,2,Dollar Industries Limited,1993,Mr. Vinod Gupta,DOLLAR,Dollar Industries Ltd.
3254.75,3297.45,3284.75,2730,4600,3284.75,+16.00 (0.49%) 1D,"3,268.75","3,268.75","1,39,576",45.85 Cr,"3,595.60","2,941.90","₹86,775Cr",28.16%,36.20,90.30,7.40,0.92%,38.79,457.10,0.00,2,Divi's Laboratories Limited,1990,Dr. Murali Divi,DIVISLAB,Divi's Laboratories Ltd.
178.45,181,179.6,165,262.9,179.6,+1.00 (0.56%) 1D,178.70,178.60,"2,40,677",4.32 Cr,214.30,142.90,"₹2,611Cr",-15.79%,155.75,1.15,0.74,0.06%,10.31,240.48,2.77,10,Dilip Buildcon Limited,2006,Mr. Devendra Jain,DBL,Dilip Buildcon Ltd.
634.05,642.5,640.9,555.25,844.95,640.9,+2.75 (0.43%) 1D,638.00,638.15,"18,388",1.18 Cr,765.75,510.55,"₹4,950Cr",22.28%,15.43,41.35,3.45,1.02%,23.27,203.38,0.07,2,Transport Corporation of India Limited,1995,Mr. Dharmpal Agarwal,TCI,Transport Corporation Of India Ltd.
83.25,85.45,84.95,62.35,107.3,84.95,+0.80 (0.95%) 1D,83.85,84.15,"40,803",0.35 Cr,100.95,67.35,"₹1,869Cr",6.28%,8.31,10.13,0.62,2.38%,34.74,149.03,0.00,5,Sundaram Finance Holdings Limited,1993,NA,SUNDARMHLD,Sundaram Finance Holdings Ltd.
61.8,62.65,62.45,57.1,84.9,62.45,+0.75 (1.22%) 1D,62.00,61.70,"12,80,469",8.00 Cr,74.00,49.40,"₹5,891Cr",10.53%,8.20,7.52,0.77,3.32%,21.41,83.46,1.64,1,JM Financial Limited,1986,Mr. Manish Sheth,JMFINANCIL,JM Financial Ltd.
187.4,190.75,189.2,145.45,298.95,189.2,+1.80 (0.96%) 1D,187.60,187.40,"13,80,341",26.12 Cr,206.10,168.70,"₹5,807Cr",1.35%,64.43,2.91,0.98,0.53%,31.51,191.02,0.50,10,India Cements Limited,1946,Shri. Narayanaswamy Srinivasan,INDIACEM,The India Cements Ltd.
1231.2,1252.4,1245.35,1171.35,2365,1245.35,+5.85 (0.47%) 1D,"1,241.20","1,239.50","91,304",11.37 Cr,"1,363.45","1,115.55","₹6,348Cr",26.89%,42.61,29.09,7.16,1.29%,41.88,186.84,0.32,2,Metropolis Healthcare Limited,2000,Ms. Ameera Shah,METROPOLIS,Metropolis Healthcare Ltd.
605,616.45,610.35,551.25,926.7,610.35,+2.35 (0.39%) 1D,608.00,608.00,"54,534",3.33 Cr,729.60,486.40,"₹8,995Cr",15.62%,9.65,62.98,1.44,1.64%,21.41,422.60,1.64,1,Motilal Oswal Financial Services Limited,2005,Mr. Motilal Oswal,MOTILALOFS,Motilal Oswal Financial Services Ltd.
1687.1,1724.65,1715.75,1271.6,1724.65,1715.75,+22.60 (1.33%) 1D,"1,687.10","1,693.15","2,22,14,868","3,812 Cr","1,862.45","1,523.85","₹9,45,359Cr",17.14%,20.58,82.27,3.26,1.12%,9.15,518.73,0.89,1,HDFC Bank Limited,1994,Mr. Sashidhar Jagdishan,HDFCBANK,HDFC Bank Ltd.
805.3,825,816.1,696.1,984.9,816.1,+10.80 (1.34%) 1D,805.30,805.30,"20,596",1.68 Cr,966.35,644.25,"₹1,416Cr",36.96%,5.91,136.27,1.65,22.97%,16.83,444.92,0.07,10,Styrenix Performance Materials,1973,Mr. Rahul Agrawal,STYRENIX,Styrenix Performance Materials Ltd.
223.05,225.75,224.05,197.45,329.8,224.05,+1.30 (0.58%) 1D,225.00,222.75,"21,479",0.48 Cr,267.30,178.20,"₹2,565Cr",30.75%,17.87,12.46,4.02,0.34%,16.83,61.40,0.02,1,India Pesticides Limited.,1984,NA,IPL,India Pesticides Ltd.
231.1,234,232.9,182.15,349.55,232.9,+1.00 (0.43%) 1D,231.90,231.90,"25,77,289",60.03 Cr,255.05,208.75,"₹37,356Cr",0.72%,11.36,20.41,2.15,0.51%,9.15,116.56,0.98,10,Bandhan Bank Limited,2014,Mr. Chandra Sekhar Ghosh,BANDHANBNK,Bandhan Bank Ltd.
429.8,442,441.1,248,467.7,441.1,+8.25 (1.91%) 1D,432.00,432.85,"72,712",3.21 Cr,519.40,346.30,"₹3,437Cr",8.27%,18.15,23.85,2.92,0.69%,27.63,150.36,0.25,2,Kirloskar Brothers Limited,1920,Ms. Rama Kirloskar,KIRLOSBROS,Kirloskar Brothers Ltd.
965.15,973.8,969.45,789.9,1072.15,969.45,+5.85 (0.61%) 1D,967.65,963.60,"7,59,475",73.63 Cr,"1,059.95",867.25,"₹2,31,200Cr",6.93%,55.16,17.47,4.82,0.93%,25.53,221.39,0.08,1,Sun Pharmaceutical Industries Limited,1993,NA,SUNPHARMA,Sun Pharmaceutical Industries Ltd.
469.05,484.4,480.05,344.4,495,480.05,+4.00 (0.84%) 1D,471.65,476.05,"9,23,720",44.34 Cr,571.25,380.85,"₹46,229Cr",10.15%,47.36,10.05,7.35,NA,41.88,71.34,0.11,10,Max Healthcare Institute Limited,2001,Mr. Abhay Soi,MAXHEALTH,Max Healthcare Institute Ltd.
299.75,309.8,303.95,226.95,381,303.95,+4.25 (1.42%) 1D,299.75,299.70,"25,84,046",78.54 Cr,329.65,269.75,"₹7,254Cr",17.34%,14.60,20.52,2.87,0.50%,25.53,104.64,0.41,1,Granules India Limited,1991,Dr. Kandiraju Rao,GRANULES,Granules India Ltd.
1082.15,1100.65,1090.9,1049.05,1369,1090.9,+2.45 (0.23%) 1D,"1,086.00","1,088.45","3,26,059",35.57 Cr,"1,197.25",979.60,"₹53,457Cr",17.23%,30.97,35.15,5.04,0.87%,13.66,215.95,0.00,10,ICICI Lombard General Insurance Company Limited,2000,Mr. Bhargav Dasgupta,ICICIGI,ICICI Lombard General Insurance Company Ltd.
469.05,475,473.1,403.55,583.75,473.1,+0.95 (0.20%) 1D,475.00,472.15,"7,25,003",34.30 Cr,519.35,424.95,"₹32,502Cr",25.47%,20.29,23.27,5.77,0.42%,12.11,91.23,0.05,2,Gujarat Gas Limited,2012,Shri. Milind Torawane,GUJGASLTD,Gujarat Gas Ltd.
377.4,381.2,379.75,226.85,466.95,379.75,+0.45 (0.12%) 1D,378.40,379.30,"49,970",1.90 Cr,455.15,303.45,"₹2,670Cr",1.28%,142.45,-12.41,1.02,1.05%,25.53,361.49,0.12,2,Unichem Laboratories Limited,1962,Dr. Prakash Mody,UNICHEMLAB,Unichem Laboratories Ltd.
386,404.95,395.1,234.8,404.95,395.1,+4.65 (1.19%) 1D,394.40,390.45,"2,28,158",9.01 Cr,468.50,312.40,"₹3,538Cr",17.63%,NA,NA,2.55,NA,25.53,169.74,0.20,5,Aarti Pharmalabs,2019,NA,AARTIPHARM,Aarti Pharmalabs Ltd.
2992,3052,3033,2003.7,3262.2,3033,+43.25 (1.45%) 1D,"2,992.00","2,989.75","73,408",22.26 Cr,"3,288.70","2,690.80","₹23,101Cr",17.05%,44.57,67.08,5.34,0.50%,31.51,586.17,1.05,10,JK Cement Limited,1994,Mr. Raghavpat Singhania,JKCEMENT,JK Cement Ltd
667.7,677.75,676.8,395.1,987.85,676.8,+7.15 (1.07%) 1D,670.00,669.65,"40,36,854",273 Cr,736.60,602.70,"₹1,44,654Cr",13.49%,27.53,24.33,3.37,0.75%,12.61,205.43,1.07,2,Adani Ports & Special Economic Zone Limited,1998,Mr. Gautam Adani,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.
15.9,16.85,16.55,10.55,22.7,16.55,+0.65 (4.09%) 1D,15.90,15.90,"2,39,00,399",39.56 Cr,19.05,12.75,"₹2,406Cr",NA,19.32,-1.21,NA,NA,10.31,-4.88,NA,1,Hindustan Construction Company Limited,1926,Mr. Ajit Gulabchand,HCC,Hindustan Construction Company Ltd.
1005.35,1026,1010.45,930,1594.95,1010.45,+20.25 (2.05%) 1D,"1,015.00",990.20,"73,179",7.39 Cr,"1,089.20",891.20,"₹9,574Cr",18.93%,7.14,138.71,1.99,NA,10.31,574.13,0.95,5,G R Infraprojects,1995,Mr. Ajendra Agarwal,GRINFRA,GR Infraprojects Ltd.
565.05,574,567.1,475.05,789,567.1,+5.25 (0.93%) 1D,567.35,561.85,"91,906",5.21 Cr,674.20,449.50,"₹3,718Cr",3.34%,83.67,6.64,3.52,NA,28.50,167.24,0.02,4,Nazara Technologies Limited,1999,Mr. Vikash Mittersain,NAZARA,Nazara Technologies Ltd.
160,169.15,164.35,84.9,173.4,164.35,+6.20 (3.92%) 1D,161.50,158.15,"2,58,477",4.25 Cr,189.75,126.55,"₹1,340Cr",0.30%,654.00,-2.48,0.82,NA,20.68,192.13,3.63,10,Satin Creditcare Network Limited,1990,Mr. Harvinder Singh,SATIN,Satin Creditcare Network Ltd.
304.5,312.5,310,255,616.9,310,+5.25 (1.72%) 1D,304.75,304.75,"2,86,820",8.89 Cr,365.70,243.80,"₹3,737Cr",28.59%,13.94,21.87,3.93,0.62%,NA,89.95,0.21,1,Greenpanel Industries Limited,2017,Mr. Shobhan Mittal,GREENPANEL,Greenpanel Industries Ltd.
733,740.75,737.4,636,835,737.4,+3.40 (0.46%) 1D,735.35,734.00,"13,507",1.00 Cr,880.80,587.20,"₹3,885Cr",13.80%,NA,NA,3.74,0.27%,34.74,207.36,0.69,2,Sansera Engineering,1981,Mr. S. Sekhar Vasan,SANSERA,Sansera Engineering Ltd.
8000.25,8099,8000.25,5600,8545,8000.25,+0.10 (0.00%) 1D,"8,085.00","8,000.15",50,0.04 Cr,"9,600.15","6,400.15","₹1,163Cr",19.46%,35.92,222.73,5.65,1.33%,27.63,1524.61,0.02,10,DISA India Limited,1984,Mr. Lokesh Saxena,500068,Disa India Ltd.
683,711.75,697.85,556.35,1044.7,697.85,+11.30 (1.65%) 1D,688.40,686.55,"4,14,548",28.93 Cr,823.85,549.25,"₹5,042Cr",9.93%,9.01,76.16,0.85,1.46%,16.83,829.47,0.10,10,Gujarat Alkalies & Chemicals Limited,1973,Shri. Swaroop P.,GUJALKALI,Gujarat Alkalies And Chemicals Ltd.
1850,1916,1897,1205,1925,1897,+28.50 (1.53%) 1D,"1,874.00","1,868.50","1,54,412",29.29 Cr,"2,242.20","1,494.80","₹5,747Cr",12.22%,62.36,29.96,11.06,0.24%,27.63,182.37,0.24,10,MTAR Technologies Limited,1999,Mr. Parvat Reddy,MTARTECH,MTAR Technologies Ltd.
805,830.85,818.15,730.2,1249,818.15,+13.75 (1.71%) 1D,805.00,804.40,"82,998",6.79 Cr,965.25,643.55,"₹12,417Cr",15.58%,13.77,58.42,2.00,1.90%,16.83,401.25,0.28,2,DCM Shriram Limited,1989,Shri. Vikram Shriram,DCMSHRIRAM,DCM Shriram Ltd.
33.65,38.8,38.2,32.45,95.45,38.2,+4.65 (13.86%) 1D,33.65,33.55,"2,41,657",0.92 Cr,40.25,26.85,₹192Cr,-52.39%,NA,-91.46,0.26,NA,10.31,93.98,10.42,2,Simplex Infrastructures Limited,1924,NA,SIMPLEXINF,Simplex Infrastructures Ltd.
72.65,74.05,73.95,37.45,77.9,73.95,+1.65 (2.28%) 1D,72.75,72.30,"26,79,918",19.82 Cr,86.75,57.85,"₹8,034Cr",7.35%,17.97,4.02,2.13,NA,9.15,36.99,0.59,10,Equitas Small Finance Bank Limited,1993,Mr. Vasudevan Narasimhan,EQUITASBNK,Equitas Small Finance Bank Ltd.
93.7,95.45,94.05,87.25,116.8,94.05,+0.40 (0.43%) 1D,94.50,93.65,"52,925",0.50 Cr,112.35,74.95,₹999Cr,26.30%,NA,NA,7.86,NA,NA,10.23,0.24,1,Radiant Cash Management Services,2005,Col. David Devasahayam,RADIANTCMS,Radiant Cash Management Services Ltd.
1028.85,1043.75,1040.25,914.28,1258.5,1040.25,+0.65 (0.06%) 1D,"1,033.00","1,039.60","13,76,569",143 Cr,"1,143.55",935.65,"₹1,01,274Cr",17.63%,19.05,54.56,3.63,1.44%,29.02,286.66,0.10,5,Tech Mahindra Limited,1986,Chander Gurnani,TECHM,Tech Mahindra Ltd.
9210.05,9499.8,9358.75,7961,13700,9358.75,+116.75 (1.26%) 1D,"9,210.05","9,242.00","1,364",1.28 Cr,"11,090.40","7,393.60","₹2,372Cr",4.87%,92.13,100.32,10.92,0.01%,24.69,907.85,0.59,10,Tasty Bite Eatables Limited,1985,Mr. Abhijit Upadhye,TASTYBITE,Tasty Bite Eatables Ltd.
2414.6,2444,2443.1,2180,2817.35,2443.1,+23.00 (0.95%) 1D,"2,421.15","2,420.10","27,03,143",660 Cr,"2,662.10","2,178.10","₹16,37,341Cr",8.33%,24.55,98.58,1.99,0.33%,6.09,1213.72,0.41,10,Reliance Industries,1973,Shri. Mukesh Ambani,RELIANCE,Reliance Industries Ltd.
355.3,363.2,362,271,609.9,362,+3.30 (0.92%) 1D,358.70,358.70,"1,21,615",4.40 Cr,430.40,287.00,"₹4,829Cr",14.58%,24.57,14.68,3.17,1.18%,29.02,120.95,0.02,2,NIIT Limited,1981,Mr. Parappil Rajendran,NIITLTD,NIIT Ltd.
465.5,473.9,471.05,412.1,750.85,471.05,+1.00 (0.21%) 1D,468.00,470.05,"1,76,524",8.32 Cr,564.05,376.05,"₹4,458Cr",7.01%,21.59,21.78,1.78,0.64%,NA,257.43,0.92,10,Sobha Limited,1995,Mr. Jagadish Nangineni,SOBHA,Sobha Ltd.
650,696.8,678.3,511.3,697.5,678.3,+30.35 (4.68%) 1D,651.00,647.95,"6,19,066",41.99 Cr,777.50,518.40,"₹12,167Cr",17.29%,10.25,63.23,1.89,0.08%,20.68,366.73,11.51,1,Cholamandalam Financial Holdings Limited,1949,NA,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd.
587,597,590.6,542.5,623,590.6,+0.05 (0.01%) 1D,597.00,590.55,"32,324",1.91 Cr,708.65,472.45,"₹3,817Cr",14.94%,35.28,16.74,4.79,0.81%,27.63,123.19,0.00,2,Kirloskar Pneumatic Company,1974,Mr. K. Srinivasan,KIRLPNU,Kirloskar Pneumatic Company Ltd.
4085.15,4139.3,4104.9,3210.05,4512,4104.9,+5.65 (0.14%) 1D,"4,113.75","4,099.25","2,29,985",94.41 Cr,"4,509.15","3,689.35","₹25,045Cr",23.86%,36.73,111.59,8.12,1.56%,29.02,504.61,0.18,10,Coforge Limited,1992,NA,COFORGE,Coforge Ltd.
93.2,97,95.15,75,126.7,95.15,+1.05 (1.12%) 1D,93.55,94.10,"18,23,854",17.35 Cr,112.90,75.30,"₹1,772Cr",14.83%,16.89,5.57,2.40,2.13%,24.69,39.29,0.51,1,Dwarikesh Sugar Industries Limited,1993,Shri. Balkishan Maheshwari,DWARKESH,Dwarikesh Sugar Industries Ltd.
522.2,528.95,528.3,432.3,756.65,528.3,+3.70 (0.71%) 1D,523.00,524.60,"1,457",0.08 Cr,629.50,419.70,"₹1,262Cr",10.97%,20.85,25.16,1.72,0.97%,34.74,305.27,1.17,10,Wheels India Limited,1960,Sri. Srivats Ram,WHEELS,Wheels India Ltd.
920.5,929.1,925,871.55,1369,925,+0.80 (0.09%) 1D,924.00,924.20,"78,016",7.22 Cr,"1,109.00",739.40,"₹12,308Cr",27.83%,49.07,18.83,10.45,NA,NA,99.73,0.10,2,Affle (india),1994,Mr. Anuj Sohum,AFFLE,Affle (India) Ltd.
245.95,250.2,247,162.6,275.6,247,+0.20 (0.08%) 1D,246.20,246.80,"80,683",1.99 Cr,296.15,197.45,"₹12,275Cr",14.36%,25.58,9.65,3.10,NA,41.88,83.39,1.27,10,Aster Dm Healthcare Limited,2008,Dr. Zeba Azad Moopen,ASTERDM,Aster DM Healthcare Ltd.
1533.05,1555,1542.3,1370.1,1814,1542.3,+8.10 (0.53%) 1D,"1,534.20","1,534.20","5,034",0.78 Cr,"1,841.00","1,227.40","₹9,762Cr",6.56%,32.72,46.88,2.02,0.33%,24.69,779.10,0.04,10,Zydus Wellness Limited,1994,NA,ZYDUSWELL,Zydus Wellness Ltd.
920.65,934.6,931.3,852,1185.25,931.3,+10.65 (1.16%) 1D,920.65,920.65,"25,48,498",237 Cr,"1,012.70",828.60,"₹74,311Cr",12.85%,28.17,32.68,3.56,0.54%,25.53,271.16,0.05,2,Cipla Limited,1935,Mr. Umang Vohra,CIPLA,Cipla Ltd.
775,796,787,229.45,936.4,787,+4.20 (0.54%) 1D,783.70,782.80,"8,90,276",70.06 Cr,939.35,626.25,"₹15,788Cr",16.76%,16.59,47.20,4.09,2.28%,38.35,213.41,0.00,10,Mazagon Dock Shipbuilders Limited,1934,Shri. Sanjeev Singhal,MAZDOCK,Mazagon Dock Shipbuilders Ltd.
133.95,137.2,135.55,118.15,184.65,135.55,+1.20 (0.89%) 1D,134.00,134.35,"6,17,587",8.37 Cr,161.20,107.50,"₹3,115Cr",-4.61%,45.83,2.93,4.15,0.15%,27.63,66.11,0.06,2,Greaves Cotton Limited,1922,Dr. Arup Basu,GREAVESCOT,Greaves Cotton Ltd.
791,805.95,792,539.4,1409.9,792,+0.15 (0.02%) 1D,795.00,791.85,"21,732",1.72 Cr,950.20,633.50,"₹4,020Cr",25.66%,40.18,19.71,9.15,0.25%,12.27,86.54,0.41,2,Rajratan Global Wire Limited,1988,Mr. Sunil Chordia,RAJRATAN,Rajratan Global Wire Ltd.
108.65,111.5,111.1,70,141.2,111.1,+2.35 (2.16%) 1D,108.65,108.75,"9,57,568",10.64 Cr,130.50,87.00,"₹3,389Cr",7.36%,7.79,13.95,0.84,0.92%,9.15,135.93,0.83,10,DCB Bank Limited,1995,Mr. Murali Natrajan,DCBBANK,DCB Bank Ltd.
85.3,89.25,88.7,69,95.75,88.7,+3.15 (3.68%) 1D,85.35,85.55,"15,49,280",13.74 Cr,102.65,68.45,"₹2,402Cr",77.85%,4.29,19.95,1.74,NA,10.31,56.26,2.65,5,Ashoka Buildcon Limited,1993,Mr. Satish Parakh,ASHOKA,Ashoka Buildcon Ltd.
368.05,388.7,384.7,291,503.8,384.7,+5.50 (1.45%) 1D,368.75,379.20,"1,58,650",6.10 Cr,455.00,303.40,₹839Cr,19.30%,18.07,20.99,3.58,0.53%,38.79,116.38,0.07,2,Vimta Labs Limited,1990,Ms. Harita Vasireddi,VIMTALABS,Vimta Labs Ltd.
